seed,bin_lo,bin_hi,n,emp,true,z
0,0.10000000000000009,0.20000000000000018,79396,0.36098795909113807,0.3596782543332264,0.7689825777072018
0,0.20000000000000018,0.30000000000000027,77080,0.40115464452516864,0.40149489254743176,-0.19270479428376386
0,0.30000000000000027,0.40000000000000036,74458,0.44486824787128315,0.4430655745466473,0.9902313691635841
0,0.40000000000000036,0.5,72361,0.4819032351681154,0.4814787110784002,0.2285508173893355
0,0.5,0.6000000000000001,68596,0.5152049682197213,0.513645629156351,0.8171122933300706
0,0.6000000000000001,0.7000000000000002,64913,0.5393064563338622,0.5363304229468645,1.5204884395722689
0,0.7000000000000002,0.8000000000000003,60173,0.549066857228325,0.5474111214289485,0.8159867823451966
0,0.8000000000000003,0.9000000000000004,55378,0.545794358770631,0.5456168975372239,0.08387202659878318
0,0.9000000000000004,1.0,50891,0.5280894460710145,0.531139503665528,-1.3788036024965675
0,1.0,1.1000000000000005,45891,0.5059379834826001,0.505500128465149,0.1876075727925447
0,1.1000000000000005,1.2000000000000002,41134,0.4689551222832693,0.47136232949769313,-0.9780418955145543
0,1.2000000000000002,1.2999999999999998,36432,0.42841458058849363,0.4316530233688678,-1.2479683291741395
0,1.2999999999999998,1.4000000000000004,32147,0.3885899150776122,0.38975170629046924,-0.42712108692793205
0,1.4000000000000004,1.5,28149,0.3508828022309851,0.3481495574870954,0.9626160555711347
0,1.5,1.6000000000000005,24211,0.30382883813142786,0.3093733311398677,-1.8664015860204153
0,1.6000000000000005,1.7000000000000002,20424,0.27124951037994516,0.27472494925311397,-1.1127039643647691
0,1.7000000000000002,1.8000000000000007,17443,0.24961302528234822,0.2447219659919641,1.50253159936995
0,1.8000000000000007,1.9000000000000004,14541,0.21800426380579052,0.21970435552417422,-0.4951315085783152
0,1.9000000000000004,2.0,12068,0.20053032814053695,0.19984741945273615,0.18760508730561853
0,2.0,2.1000000000000005,9740,0.17628336755646817,0.18480229257451902,-2.1661030906278556
0,2.1000000000000005,2.2,7858,0.17676253499618225,0.17412085561527768,0.6175220544196388
0,2.2,2.3000000000000007,6433,0.17285869734183118,0.16779112541727445,1.0876922452682758
0,2.3000000000000007,2.4000000000000004,5149,0.16993590988541465,0.16547291384203644,0.8617955990152038
0,2.4000000000000004,2.5,4033,0.16612943218447807,0.16711611109633584,-0.1679533095718112
0,2.5,2.6000000000000005,2999,0.17405801933977993,0.17281637627471655,0.17984219270844243
0,2.6000000000000005,2.7,2365,0.17463002114164905,0.18267304022293882,-1.0122773766470263
0,2.7,2.8000000000000007,1754,0.17388825541619157,0.19710265139414948,-2.443970376886571
0,2.8000000000000007,2.9000000000000004,1408,0.20525568181818182,0.21623870607426807,-1.0010704621317699
0,2.9000000000000004,3.0,986,0.22718052738336714,0.24033126119458414,-0.9664317388833447
1,-3.0,-2.9,1000,0.382,0.37791909253612166,0.2661545495969956
1,-2.9,-2.8,1398,0.42560801144492133,0.41995907483733935,0.4279445337341383
1,-2.8,-2.7,1777,0.469893078221722,0.4605214951920437,0.7925828039867611
1,-2.7,-2.6,2468,0.502836304700162,0.49673293741499885,0.6064309389732881
1,-2.6,-2.5,3117,0.5399422521655438,0.5248250769610436,1.6900712034719432
1,-2.5,-2.4,4040,0.5477722772277228,0.5427645952659206,0.638927734735524
1,-2.4,-2.3,5040,0.5525793650793651,0.5482229391398382,0.6214481705511283
1,-2.3,-2.2,6311,0.5395341467279353,0.54067736093007,-0.1822420880694199
1,-2.2,-2.1,7939,0.5148003526892556,0.5210175525350043,-1.108898387391578
1,-2.1,-2.0,9879,0.49590039477679926,0.4913207794859191,0.9105020434629089
1,-2.0,-1.9,11821,0.45165383639286016,0.45431273726142524,-0.580603821073523
1,-1.9,-1.7999999999999998,14399,0.4230849364539204,0.41315683950335563,2.4194334371255763
1,-1.7999999999999998,-1.7,17464,0.3746564360971141,0.37121280312972504,0.9419446847458418
1,-1.7,-1.5999999999999999,20637,0.3227697824296167,0.33073003476651924,-2.4305951720594408
1,-1.5999999999999999,-1.5,24144,0.2980864811133201,0.2935971083638278,1.5317509422580062
1,-1.5,-1.4,27851,0.2601342860220459,0.2607044850090703,-0.21675221838700443
1,-1.4,-1.2999999999999998,32141,0.23141781525154786,0.23299367210356486,-0.6683053230277364
1,-1.2999999999999998,-1.2,36482,0.20867825228879996,0.21032136458763304,-0.7700867946937658
1,-1.2,-1.0999999999999999,41268,0.1948240767665019,0.192606114165176,1.1425709213707544
1,-1.0999999999999999,-1.0,45859,0.1759087638195338,0.17952920572086237,-2.020108773344534
1,-1.0,-0.8999999999999999,50462,0.17193135428639372,0.17084890689593893,0.6460499338529747
1,-0.8999999999999999,-0.7999999999999998,55630,0.16483911558511594,0.1662763661968365,-0.9104596708630392
1,-0.7999999999999998,-0.6999999999999997,60378,0.1646791877836298,0.16572042397160605,-0.6880892791505668
1,-0.6999999999999997,-0.5999999999999996,64816,0.16878548506541594,0.16915254980350605,-0.2492779468940488
1,-0.5999999999999996,-0.5,68383,0.17744176184139332,0.17664697558324832,0.5449771315624827
1,-0.5,-0.3999999999999999,71598,0.18961423503449817,0.18849346738788528,0.766781929156494
1,-0.3999999999999999,-0.2999999999999998,75152,0.2054769001490313,0.20488439789505017,0.40243032241826243
1,-0.2999999999999998,-0.19999999999999973,77279,0.2251452529147634,0.22617397575985962,-0.6835749659319004
1,-0.19999999999999973,-0.09999999999999964,78756,0.2512570470821271,0.2524975481705065,-0.8013164925056347
1,-0.09999999999999964,0.0,79301,0.2837921337688049,0.2839020919823639,-0.06867465850942739
1,0.0,0.10000000000000009,79453,0.3195599914414811,0.3199399304201912,-0.22959432026038615
1,0.10000000000000009,0.20000000000000018,79116,0.3583977956418424,0.35968538126076555,-0.7546579928695853
1,0.20000000000000018,0.30000000000000027,77698,0.40309917887204305,0.4014566019701299,0.9340357666454875
1,0.30000000000000027,0.40000000000000036,75095,0.44442372994207335,0.44298683230803176,0.792689674181143
1,0.40000000000000036,0.5,72208,0.48171947706625307,0.48148907988928746,0.12390751208314535
1,0.5,0.6000000000000001,68902,0.5171402862035935,0.5136265098530258,1.8453611205946134
1,0.6000000000000001,0.7000000000000002,64442,0.5355823841593992,0.5363704823798192,-0.40118702443553916
1,0.7000000000000002,0.8000000000000003,60276,0.5495719689428629,0.5474186638265068,1.0621104066868308
1,0.8000000000000003,0.9000000000000004,55763,0.5455409500923551,0.545599402795203,-0.027721790236610293
1,0.9000000000000004,1.0,50693,0.5293235752470755,0.5310919000556136,-0.7978244293342193
1,1.0,1.1000000000000005,45888,0.5059274755927475,0.5055223788413729,0.173566062650999
1,1.1000000000000005,1.2000000000000002,41132,0.4733297675775552,0.471285489904127,0.8305717395126041
1,1.2000000000000002,1.2999999999999998,36429,0.4319909961843586,0.43171528949210397,0.10624028622158845
1,1.2999999999999998,1.4000000000000004,32043,0.38916456012233563,0.38974371377355954,-0.21257622630725137
1,1.4000000000000004,1.5,27859,0.3487921318065975,0.34836468443710716,0.1497428322081206
1,1.5,1.6000000000000005,24080,0.3076827242524917,0.3095121183519901,-0.6140710961854846
1,1.6000000000000005,1.7000000000000002,20494,0.2730555284473504,0.2746784339670784,-0.5205099390088257
1,1.7000000000000002,1.8000000000000007,17220,0.2400696864111498,0.24470394268554707,-1.4145474753985658
1,1.8000000000000007,1.9000000000000004,14366,0.21690101628845887,0.21975568371520404,-0.8263006331458765
1,1.9000000000000004,2.0,12011,0.20506202647573057,0.19984644779608138,1.4294112617887427
1,2.0,2.1000000000000005,9714,0.1875643401276508,0.18471892904718754,0.7226611160424741
1,2.1000000000000005,2.2,7891,0.171334431630972,0.17417707965103532,-0.6658097358419813
1,2.2,2.3000000000000007,6403,0.16757769795408403,0.16777970422483873,-0.04325812969642598
1,2.3000000000000007,2.4000000000000004,5026,0.1655391961798647,0.16547813390980842,0.01164917099318583
1,2.4000000000000004,2.5,3992,0.1683366733466934,0.1671531121662751,0.20042235530200816
1,2.5,2.6000000000000005,3140,0.15955414012738853,0.17283237251431097,-1.9678671620544335
1,2.6000000000000005,2.7,2376,0.17045454545454544,0.1827186475110124,-1.5469694709496151
1,2.7,2.8000000000000007,1735,0.2138328530259366,0.19717554859215236,1.7438841810228138
1,2.8000000000000007,2.9000000000000004,1337,0.2169035153328347,0.216369395927194,0.04742970790331186
1,2.9000000000000004,3.0,986,0.2099391480730223,0.23994465163890694,-2.206283060105135
2,-3.0,-2.9,1053,0.38366571699905033,0.3785263265352535,0.343847908377192
2,-2.9,-2.8,1334,0.41904047976011993,0.4201548597078179,-0.08246136074975273
2,-2.8,-2.7,1804,0.4778270509977827,0.4606740222712711,1.4616269780165334
2,-2.7,-2.6,2356,0.499151103565365,0.4965071360474062,0.25667546131665453
2,-2.6,-2.5,3068,0.5211864406779662,0.5249741963728005,-0.4201284173624322
2,-2.5,-2.4,3833,0.5314375163057657,0.5429595465000174,-1.4319813470584166
2,-2.4,-2.3,5147,0.5440062172139111,0.5482085136600356,-0.6057896663480801
2,-2.3,-2.2,6386,0.5540244284372063,0.5407341045865384,2.131209001082231
2,-2.2,-2.1,7987,0.5165894578690372,0.5209659641092911,-0.7829455013181362
2,-2.1,-2.0,9878,0.49463454140514274,0.4913369549251397,0.6555803025769861
2,-2.0,-1.9,12076,0.451473998012587,0.4543261697985459,-0.6294870380618198
2,-1.9,-1.7999999999999998,14613,0.41476767262026965,0.41328472325433474,0.36404715421456174
2,-1.7999999999999998,-1.7,17240,0.37563805104408354,0.3712686792134521,1.1874379669170372
2,-1.7,-1.5999999999999999,20639,0.3341731673046175,0.3306420877420338,1.0783098212917914
2,-1.5999999999999999,-1.5,24116,0.28831481174324103,0.2935563987879703,-1.787437711113831
2,-1.5,-1.4,28044,0.2603052346312937,0.26078312063221487,-0.18227143439675178
2,-1.4,-1.2999999999999998,31926,0.2286850842573451,0.23300603573718245,-1.8262998589985615
2,-1.2999999999999998,-1.2,36522,0.20836755927933848,0.2102999815369769,-0.9062095105960957
2,-1.2,-1.0999999999999999,41084,0.19189952292863402,0.19258488458093093,-0.35228700597901685
2,-1.0999999999999999,-1.0,45845,0.17818737048751226,0.17952093963350862,-0.7439953482708659
2,-1.0,-0.8999999999999999,50665,0.16853843876443303,0.17083661494423544,-1.3744432278268606
2,-0.8999999999999999,-0.7999999999999998,55333,0.16563352791281874,0.16627477961232692,-0.40513146794586224
2,-0.7999999999999998,-0.6999999999999997,59705,0.16745666192111214,0.16572269821836605,1.1394601508955469
2,-0.6999999999999997,-0.5999999999999996,65066,0.1675990532689884,0.16915364909914823,-1.0577755126695716
2,-0.5999999999999996,-0.5,68473,0.1774714120894367,0.1766844470736038,0.5399241879369264
2,-0.5,-0.3999999999999999,71991,0.18664833104138018,0.1884925386948707,-1.265189510664432
2,-0.3999999999999999,-0.2999999999999998,74963,0.20802262449475076,0.20489822323641568,2.119384847988238
2,-0.2999999999999998,-0.19999999999999973,77218,0.22635913906084074,0.22620709451034504,0.10098680932299901
2,-0.19999999999999973,-0.09999999999999964,78902,0.25104560087196776,0.2524701277468575,-0.92107581032461
2,-0.09999999999999964,0.0,79695,0.2837944664031621,0.2838138850697498,-0.012159204838398607
2,0.0,0.10000000000000009,79518,0.319135290122991,0.3199419159058277,-0.4876365493281366
2,0.10000000000000009,0.20000000000000018,78832,0.35952405114674246,0.3596745168169626,-0.08803056090219746
2,0.20000000000000018,0.30000000000000027,77381,0.40310929039428284,0.40152406020659037,0.8995604813035476
2,0.30000000000000027,0.40000000000000036,75275,0.4426037861175689,0.44305073699631214,-0.24685994568933414
2,0.40000000000000036,0.5,72054,0.48186082660227053,0.4815320802877342,0.17661044418293015
2,0.5,0.6000000000000001,68672,0.5127126048462255,0.5135850968818654,-0.45744794024432983
2,0.6000000000000001,0.7000000000000002,64393,0.5353998105384126,0.5363517690095232,-0.48441565513401624
2,0.7000000000000002,0.8000000000000003,60000,0.54955,0.5474136293331803,1.0513412214769198
2,0.8000000000000003,0.9000000000000004,55528,0.5442839648465639,0.5455915476938353,-0.6188255169938462
2,0.9000000000000004,1.0,50851,0.5296454347013825,0.5310909664469432,-0.6532036843940504
2,1.0,1.1000000000000005,46255,0.5036644687060858,0.5054175827569364,-0.7541278916668385
2,1.1000000000000005,1.2000000000000002,41318,0.47352243574229147,0.471346387626199,0.8860994075417481
2,1.2000000000000002,1.2999999999999998,36422,0.43698863324364395,0.4316385153974022,2.061450107598753
2,1.2999999999999998,1.4000000000000004,32215,0.3955300325935123,0.3897070970701586,2.1430521121843302
2,1.4000000000000004,1.5,27801,0.3487284630049279,0.3484200771691717,0.10791683460002083
2,1.5,1.6000000000000005,24230,0.3002063557573256,0.3094045143757443,-3.097436495161963
2,1.6000000000000005,1.7000000000000002,20456,0.26715877982010167,0.27470936076635627,-2.419345871929303
2,1.7000000000000002,1.8000000000000007,17061,0.246996072914835,0.2448118374272837,0.6635259411522386
2,1.8000000000000007,1.9000000000000004,14397,0.2158088490657776,0.21974381214364802,-1.1402490682267605
2,1.9000000000000004,2.0,11864,0.19934254888739042,0.1997986113559585,-0.12423501581079893
2,2.0,2.1000000000000005,9838,0.18845293758894086,0.18471462348076925,0.955484690924418
2,2.1000000000000005,2.2,8008,0.17657342657342656,0.17417796616895684,0.5652117585430284
2,2.2,2.3000000000000007,6336,0.16524621212121213,0.16778712203377047,-0.5412530085383678
2,2.3000000000000007,2.4000000000000004,5152,0.1593555900621118,0.165472502450819,-1.1815087558104005
2,2.4000000000000004,2.5,4053,0.16333580064150013,0.1671502303936285,-0.650850283440048
2,2.5,2.6000000000000005,3098,0.16300839251129762,0.17289018751510898,-1.4544868118345793
2,2.6000000000000005,2.7,2396,0.1790484140233723,0.1826361906840689,-0.4545353710875038
2,2.7,2.8000000000000007,1854,0.1925566343042071,0.1970633833715204,-0.4878368953704154
2,2.8000000000000007,2.9000000000000004,1380,0.22246376811594204,0.21611045610150975,0.5734220668264659
2,2.9000000000000004,3.0,1058,0.24574669187145556,0.24039456188584213,0.4073925982327965
3,-3.0,-2.9,943,0.37009544008483564,0.37732065121465613,-0.4577400046471594
3,-2.9,-2.8,1365,0.43003663003663006,0.4198459609036636,0.7628732332334096
3,-2.8,-2.7,1796,0.4682628062360802,0.46099592539967627,0.6178124235457377
3,-2.7,-2.6,2315,0.5092872570194384,0.4965157591175694,1.2290169558680608
3,-2.6,-2.5,2996,0.5216955941255007,0.5250062312392159,-0.3628743732277351
3,-2.5,-2.4,4021,0.5451380253668242,0.5427962006991098,0.2980904742553746
3,-2.4,-2.3,5003,0.5510693583849691,0.5482196950889039,0.4050119488375671
3,-2.3,-2.2,6346,0.5433343838638512,0.5407224300405237,0.4175329155319997
3,-2.2,-2.1,7887,0.5230125523012552,0.5209476716203112,0.3670813778082599
3,-2.1,-2.0,10004,0.48230707716913235,0.4913717549796014,-1.8135681610713557
3,-2.0,-1.9,12134,0.4466787539146201,0.4542473404376429,-1.6744517911950105
3,-1.9,-1.7999999999999998,14520,0.4140495867768595,0.4132305266093982,0.20043296906879668
3,-1.7999999999999998,-1.7,17380,0.37255466052934405,0.37117487789266024,0.37651417609854493
3,-1.7,-1.5999999999999999,20473,0.3255507253455771,0.3306578991287494,-1.5533089939063547
3,-1.5999999999999999,-1.5,23947,0.29565290015450785,0.2934997580021526,0.731708717421962
3,-1.5,-1.4,27829,0.2587588486830285,0.26063711952506935,-0.7137729112575031
3,-1.4,-1.2999999999999998,31917,0.23576777266033774,0.23304054011514866,1.1524743261443164
3,-1.2999999999999998,-1.2,36768,0.21097149695387293,0.2103504103945805,0.2922121338134318
3,-1.2,-1.0999999999999999,41080,0.1929649464459591,0.19257450520772335,0.20068747757330752
3,-1.0999999999999999,-1.0,45809,0.17920059376978323,0.17951967622335302,-0.17794599387926452
3,-1.0,-0.8999999999999999,50919,0.17347159213653057,0.17082932566925668,1.5842122457586425
3,-0.8999999999999999,-0.7999999999999998,55530,0.16423554835224202,0.16627400557788574,-1.290154105520628
3,-0.7999999999999998,-0.6999999999999997,60384,0.16742845786963434,0.16572228171210548,1.1275583710930868
3,-0.6999999999999997,-0.5999999999999996,64773,0.16712210334552977,0.16915460522765396,-1.3798311373262695
3,-0.5999999999999996,-0.5,68577,0.17692520816017032,0.17666812449169553,0.17652131967618692
3,-0.5,-0.3999999999999999,72182,0.18661162062564074,0.18847461981389216,-1.2798221724920436
3,-0.3999999999999999,-0.2999999999999998,74803,0.20567356924187533,0.2049002139834692,0.5240304536867534
3,-0.2999999999999998,-0.19999999999999973,77076,0.22623125227048627,0.22617280048794697,0.03878958745955539
3,-0.19999999999999973,-0.09999999999999964,78955,0.2534608321195618,0.25248510499917376,0.6310886776837652
3,-0.09999999999999964,0.0,80099,0.28652043096667873,0.2838688955334852,1.6643927275215356
3,0.0,0.10000000000000009,79655,0.3189881363379574,0.31995650053198726,-0.5859106981336936
3,0.10000000000000009,0.20000000000000018,79372,0.35993801340523107,0.3597072934556098,0.1354424842140105
3,0.20000000000000018,0.30000000000000027,77273,0.39993270611986076,0.40145118371810823,-0.8611050107687466
3,0.30000000000000027,0.40000000000000036,74985,0.4429552577182103,0.44306043749182,-0.05798076069895035
3,0.40000000000000036,0.5,71801,0.4833776688346959,0.48151320257974806,0.9998775630789202
3,0.5,0.6000000000000001,68432,0.5140723638064063,0.5136256893266447,0.23378254062363985
3,0.6000000000000001,0.7000000000000002,64514,0.5366277087143876,0.5363733630064076,0.1295488635141472
3,0.7000000000000002,0.8000000000000003,60244,0.5446517495518226,0.5474136616603046,-1.3619407610257137
3,0.8000000000000003,0.9000000000000004,55275,0.5431388511985527,0.5455888150155377,-1.1568227224898293
3,0.9000000000000004,1.0,50898,0.527584580926559,0.5310485971972003,-1.5660269416110624
3,1.0,1.1000000000000005,46055,0.504614048420367,0.5054503944700313,-0.35898822476806685
3,1.1000000000000005,1.2000000000000002,41045,0.46656109148495556,0.47130617961397236,-1.9258423318816655
3,1.2000000000000002,1.2999999999999998,36353,0.4377355376447611,0.43168085149925295,2.3306884666047587
3,1.2999999999999998,1.4000000000000004,32161,0.38857622586362367,0.3897182165316329,-0.41993954220653085
3,1.4000000000000004,1.5,27949,0.34655980535976244,0.3483150619412806,-0.6159121590644059
3,1.5,1.6000000000000005,24215,0.3084451786083006,0.3093953997226915,-0.31988601492944635
3,1.6000000000000005,1.7000000000000002,20194,0.28082598791720315,0.27460150955268303,1.9818663039912077
3,1.7000000000000002,1.8000000000000007,17313,0.2428233119621094,0.24472415349626228,-0.5817559875073801
3,1.8000000000000007,1.9000000000000004,14344,0.21716397099832682,0.21976782512232018,-0.7531089440262889
3,1.9000000000000004,2.0,12023,0.1986193129834484,0.19985005766386787,-0.33747108110628665
3,2.0,2.1000000000000005,9799,0.18532503316664967,0.1847578457606909,0.14466807379161906
3,2.1000000000000005,2.2,7888,0.1765973630831643,0.1741286257784009,0.5781852892748969
3,2.2,2.3000000000000007,6321,0.1621578864103781,0.16779431664288644,-1.1992040009156861
3,2.3000000000000007,2.4000000000000004,5046,0.16587395957193818,0.16547558483932479,0.0761515806389253
3,2.4000000000000004,2.5,3943,0.1602840476794319,0.16712284032096464,-1.1510241718251224
3,2.5,2.6000000000000005,3086,0.17854828256642905,0.17283256338991457,0.8397680428703641
3,2.6000000000000005,2.7,2394,0.1733500417710944,0.18263359980005725,-1.1756493261108691
3,2.7,2.8000000000000007,1807,0.1793027116768124,0.19706421119979628,-1.8980795810085114
3,2.8000000000000007,2.9000000000000004,1453,0.23606331727460428,0.2160474190684496,1.8539091693221235
3,2.9000000000000004,3.0,1037,0.2459016393442623,0.24011951287307653,0.43590373657239195
4,-3.0,-2.9,1001,0.39760239760239763,0.3778409089642507,1.2895300926411448
4,-2.9,-2.8,1377,0.41103848946986205,0.4203911085178472,-0.7030819273374956
4,-2.8,-2.7,1878,0.45101171458998934,0.4607619676076145,-0.8476861938499299
4,-2.7,-2.6,2411,0.49647449191206966,0.49678206557248134,-0.03020554920211343
4,-2.6,-2.5,3127,0.5142308922289734,0.5249204584276297,-1.1969998822186412
4,-2.5,-2.4,3941,0.5483379852829231,0.5428067796699307,0.69702843901068
4,-2.4,-2.3,5082,0.5476190476190477,0.5482185337777095,-0.08587276135784776
4,-2.3,-2.2,6403,0.5463064188661565,0.5407183891085178,0.8972745768354399
4,-2.2,-2.1,7903,0.5192964696950525,0.5209970404280471,-0.30262441645739446
4,-2.1,-2.0,9777,0.4888002454740718,0.4913257269827128,-0.4995079001235384
4,-2.0,-1.9,11993,0.46643875594096557,0.45426229059961537,2.6781804080456344
4,-1.9,-1.7999999999999998,14529,0.41461903778649595,0.41314524133874303,0.3607768601865716
4,-1.7999999999999998,-1.7,17132,0.3687835629231847,0.3712486908035094,-0.6678386812801992
4,-1.7,-1.5999999999999999,20337,0.3295471308452574,0.330573665103733,-0.31119411029083865
4,-1.5999999999999999,-1.5,24300,0.2859670781893004,0.29347909993309296,-2.5716323309351288
4,-1.5,-1.4,28184,0.2625603179108714,0.2607472109726111,0.693295550864172
4,-1.4,-1.2999999999999998,31879,0.22823802503215282,0.23301282470899817,-2.0166175259557617
4,-1.2999999999999998,-1.2,36322,0.2095974891250482,0.21032507971176653,-0.34025322091640986
4,-1.2,-1.0999999999999999,41175,0.19336976320582877,0.1926071227074452,0.392426239858057
4,-1.0999999999999999,-1.0,45986,0.17985908754838428,0.1795063572340613,0.1970961203791757
4,-1.0,-0.8999999999999999,50703,0.17308640514367987,0.17082923027012792,1.3504513752815146
4,-0.8999999999999999,-0.7999999999999998,55091,0.16436441524023887,0.16627658407293672,-1.205424506186626
4,-0.7999999999999998,-0.6999999999999997,60326,0.1646553724762126,0.16572609596679508,-0.7072611717480276
4,-0.6999999999999997,-0.5999999999999996,64798,0.16869347819377142,0.16914501805246956,-0.3066088413453635
4,-0.5999999999999996,-0.5,68468,0.17560028042297132,0.17666524217449817,-0.7306578417671893
4,-0.5,-0.3999999999999999,71953,0.18837296568593387,0.188492619329197,-0.08206480992850634
4,-0.3999999999999999,-0.2999999999999998,74908,0.20519837667538848,0.2048664067484874,0.22511654644455517
4,-0.2999999999999998,-0.19999999999999973,77087,0.2245125637266984,0.22616017459907597,-1.0934819476546431
4,-0.19999999999999973,-0.09999999999999964,78760,0.2542026409344845,0.2524847846751825,1.1097165195116176
4,-0.09999999999999964,0.0,80103,0.2810007115838358,0.28392097567794455,-1.8330204231787668
4,0.0,0.10000000000000009,79651,0.3205483923616778,0.3199142563813455,0.3836890270545877
4,0.10000000000000009,0.20000000000000018,78847,0.35852981089959035,0.35964509431601294,-0.6525749377159554
4,0.20000000000000018,0.30000000000000027,77781,0.40041912549337244,0.40150416709450626,-0.6173160332303262
4,0.30000000000000027,0.40000000000000036,75009,0.4447599621378768,0.44308997355682717,0.9207287611157576
4,0.40000000000000036,0.5,72217,0.4834734203857817,0.4815413260737161,1.0391403025451664
4,0.5,0.6000000000000001,68222,0.5148632405968749,0.5135927225106148,0.6639473052985644
4,0.6000000000000001,0.7000000000000002,64570,0.5381601362862011,0.536373709184781,0.9102966048688125
4,0.7000000000000002,0.8000000000000003,60408,0.5469805323798173,0.5474144445168916,-0.21425973119310482
4,0.8000000000000003,0.9000000000000004,55413,0.5442585674841643,0.545595669500636,-0.6321406041974483
4,0.9000000000000004,1.0,51020,0.5303214425715406,0.5310882437457428,-0.3470756069509875
4,1.0,1.1000000000000005,45881,0.5046097513131798,0.5054705366735437,-0.36877994991042895
4,1.1000000000000005,1.2000000000000002,40994,0.4708981802214958,0.4712885153757196,-0.15832336589018894
4,1.2000000000000002,1.2999999999999998,36482,0.43155528753906036,0.4317325196961304,-0.06834363273955167
4,1.2999999999999998,1.4000000000000004,32229,0.3885010394365323,0.3896265378897322,-0.4143298582756282
4,1.4000000000000004,1.5,27945,0.3479692252639113,0.3483460375671119,-0.13220965555949377
4,1.5,1.6000000000000005,24053,0.3070718829252068,0.30946857188565147,-0.8040745215983875
4,1.6000000000000005,1.7000000000000002,20622,0.27717971098826494,0.2746953418343163,0.7992739135984546
4,1.7000000000000002,1.8000000000000007,17468,0.2455919395465995,0.2446268188147157,0.2967361255588413
4,1.8000000000000007,1.9000000000000004,14309,0.21839401775106576,0.21976094017185466,-0.3948747943454848
4,1.9000000000000004,2.0,11923,0.19919483351505493,0.1998800806741975,-0.18710169265139553
4,2.0,2.1000000000000005,9690,0.1786377708978328,0.18476852916648515,-1.5549685582127848
4,2.1000000000000005,2.2,7914,0.16679302501895377,0.1741818510116732,-1.7331246519327874
4,2.2,2.3000000000000007,6318,0.17442228553339664,0.1677562462277857,1.4180549457629916
4,2.3000000000000007,2.4000000000000004,4970,0.16378269617706237,0.16547563550505492,-0.32116857826562284
4,2.4000000000000004,2.5,4054,0.16428219042920572,0.16716213952923653,-0.4914479115921716
4,2.5,2.6000000000000005,3177,0.18696883852691218,0.17284169115581652,2.1059328119458796
4,2.6000000000000005,2.7,2415,0.1855072463768116,0.18268415917197153,0.3590355543419897
